İlan No,İlan Tarihi,Marka,Seri,Model,Yıl,Kilometre,Vites Tipi,Yakıt Tipi,Kasa Tipi,Renk,Motor Hacmi,Motor Gücü,Çekiş,Araç Durumu,Ort. Yakıt Tüketimi,Yakıt Deposu,Boya-değişen,Takasa Uygun,Kimden,Fiyat,Ağır Hasarlı,Motor Gücü (kW),Batarya Voltajı (V),Menzil,Şarj Süresi,Pil Kapasitesi (kWh),Plaka Uyruğu
Kopyalandı30608548,30 Haziran 2025,Toyota,Corolla,1.4 D-4D Terra,2006,190.000 km,Otomatik,Dizel,Hatchback/5,Gri,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,6 boyalı,Takasa Uygun Değil,Galeriden,545.000 TL,,,,,,,
Kopyalandı30608547,30 Haziran 2025,Peugeot,307,1.6 Pack,2004,336.000 km,Otomatik,Benzin,Station wagon,Gri,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Galeriden,375.000 TL,,,,,,,
Kopyalandı30608545,30 Haziran 2025,Volkswagen,Passat,1.4 TSi BlueMotion Trendline,2013,245.000 km,Düz,Benzin,Sedan,Gri,1201 - 1400 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun Değil,Galeriden,720.000 TL,,,,,,,
Kopyalandı30608433,30 Haziran 2025,Hyundai,i20,1.4 CRDi Jump,2013,148.000 km,Düz,Dizel,Hatchback/5,Gri,1396 cc,90 hp,Önden Çekiş,İkinci El,"4,3 lt",45 lt,"5 değişen, 4 boyalı",Takasa Uygun Değil,Galeriden,445.000 TL,,,,,,,
Kopyalandı30608082,30 Haziran 2025,Audi,A3,A3 Sportback 1.6 TDI Ambiente,2014,176.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,110 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,2 boyalı,Takasa Uygun,Sahibinden,1.230.000 TL,,,,,,,
Kopyalandı30606729,30 Haziran 2025,Cupra,Leon,1.5 eTSI,2023,8.000 km,Yarı Otomatik,Hibrit,Hatchback/5,Kırmızı,1498 cc,150 hp,Önden Çekiş,İkinci El,5 lt,50 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,1.875.000 TL,,,,,,,
Kopyalandı30606267,30 Haziran 2025,Mercedes - Benz,E,250 CDI AMG,2011,263.000 km,Otomatik,Dizel,Sedan,Beyaz,2001 - 2500 cm3,201 - 225 HP,Arkadan İtiş,İkinci El,,,1 değişen,Takasa Uygun Değil,Sahibinden,1.495.000 TL,,,,,,,
Kopyalandı30588084,30 Haziran 2025,Honda,Civic,1.6 i-VTEC Executive,2018,171.000 km,Otomatik,LPG & Benzin,Sedan,Füme,1597 cc,125 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,"1 değişen, 3 boyalı",,Sahibinden,1.225.000 TL,,,,,,,
Kopyalandı30584005,30 Haziran 2025,Seat,Leon,1.6 TDI Style,2017,185.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1598 cc,115 hp,Önden Çekiş,İkinci El,"4,1 lt",50 lt,3 boyalı,,Sahibinden,1.200.000 TL,,,,,,,
Kopyalandı30575229,30 Haziran 2025,Opel,Astra,1.2 T Edition,2023,39.500 km,Düz,Benzin,Hatchback/5,Sarı,1199 cc,132 hp,Önden Çekiş,İkinci El,"5,4 lt",52 lt,2 boyalı,,Sahibinden,1.200.000 TL,,,,,,,
Kopyalandı30574716,30 Haziran 2025,Nissan,Micra,1.2 Punch,2012,174.500 km,Düz,Benzin,Hatchback/5,Bordo,1198 cc,80 hp,Önden Çekiş,İkinci El,5 lt,41 lt,2 boyalı,,Sahibinden,505.000 TL,,,,,,,
Kopyalandı30574691,30 Haziran 2025,Renault,Clio,1.5 dCi Joy,2017,150.000 km,Düz,Dizel,Hatchback/5,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,6 lt",45 lt,"1 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,690.000 TL,,,,,,,
Kopyalandı30574621,30 Haziran 2025,Toyota,Corolla,1.6 Comfort,2008,255.000 km,Düz,LPG & Benzin,Sedan,Mavi (metalik),1598 cc,124 hp,Önden Çekiş,İkinci El,"6,9 lt",55 lt,"2 değişen, 4 boyalı",Takasa Uygun,Sahibinden,550.000 TL,,,,,,,
Kopyalandı30566789,30 Haziran 2025,Opel,Insignia,1.6 CDTI Grand Sport Enjoy,2020,95.000 km,Otomatik,Dizel,Hatchback/5,Mavi,1598 cc,136 hp,Önden Çekiş,İkinci El,"5,1 lt",62 lt,6 boyalı,Takasa Uygun,Sahibinden,1.200.000 TL,,,,,,,
Kopyalandı30563368,30 Haziran 2025,Mercedes - Benz,CLA,200 Urban,2014,58.000 km,Otomatik,Benzin,Coupe,Beyaz,1595 cc,156 hp,Önden Çekiş,İkinci El,"5,1 lt",50 lt,Tamamı orjinal,Takasa Uygun,Sahibinden,1.900.000 TL,,,,,,,
Kopyalandı27352087,30 Haziran 2025,Toyota,Corolla,1.4 D-4D Advance,2018,96.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1364 cc,90 hp,Önden Çekiş,İkinci El,"4,1 lt",55 lt,Tamamı orjinal,,Sahibinden,1.195.000 TL,,,,,,,
Kopyalandı26128333,30 Haziran 2025,Opel,Astra,1.3 CDTI Enjoy,2009,390.000 km,Düz,Dizel,Sedan,Gri,1248 cc,90 hp,Önden Çekiş,İkinci El,"5,1 lt",52 lt,"2 değişen, 7 boyalı",,Sahibinden,365.000 TL,,,,,,,
Kopyalandı30329005,30 Haziran 2025,Audi,A3,A3 Sedan 35 TFSI Advanced,2021,79.000 km,Otomatik,Benzin,Sedan,Siyah,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,1 boyalı,Takasa Uygun,Galeriden,1.943.000 TL,,,,,,,
Kopyalandı30328996,30 Haziran 2025,Volkswagen,Polo,1.0 TSi Life,2022,74.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,2 boyalı,Takasa Uygun,Galeriden,1.176.000 TL,,,,,,,
Kopyalandı30328986,30 Haziran 2025,Citroen,C3,1.2 PureTech Feel Bold,2022,55.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.034.000 TL,,,,,,,
Kopyalandı30613952,30 Haziran 2025,Mercedes - Benz,C,C 220 CDI Classic,2002,285.000 km,Otomatik,Dizel,Sedan,Gri (metalik),2148 cc,143 hp,Arkadan İtiş,İkinci El,"6,7 lt",62 lt,Belirtilmemiş,,Sahibinden,450.000 TL,,,,,,,
Kopyalandı30613793,30 Haziran 2025,Fiat,Palio,1.4 EL Weekend,1999,270.000 km,Düz,LPG & Benzin,Station wagon,Yeşil,1400 cc,74 hp,Önden Çekiş,İkinci El,,51 lt,Belirtilmemiş,,Sahibinden,300.000 TL,,,,,,,
Kopyalandı30606895,30 Haziran 2025,Toyota,Corolla,1.6 Premium,2015,211.000 km,Otomatik,LPG & Benzin,Sedan,Beyaz,1598 cc,132 hp,Önden Çekiş,İkinci El,"6,1 lt",55 lt,Tamamı orjinal,,Sahibinden,1.255.000 TL,,,,,,,
Kopyalandı30613777,30 Haziran 2025,Fiat,Linea,1.3 Multijet Active Plus,2011,204.000 km,Düz,Dizel,Sedan,Gri,1248 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,"2 değişen, 1 boyalı",Takasa Uygun Değil,Sahibinden,435.000 TL,,,,,,,
Kopyalandı30608500,30 Haziran 2025,Renault,Taliant,1.0 Tce Joy,2024,11.500 km,Otomatik,Benzin,Sedan,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.039.750 TL,,,,,,,
Kopyalandı30574796,30 Haziran 2025,Dacia,Lodgy,1.5 dCi Stepway,2015,180.000 km,Düz,Dizel,MPV,Gri,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,Tamamı orjinal,,Sahibinden,780.000 TL,,,,,,,
Kopyalandı30574729,30 Haziran 2025,Tofaş,Şahin,1.4,1994,235.000 km,Düz,LPG & Benzin,Sedan,Mavi,1372 cc,71 hp,Arkadan İtiş,İkinci El,"6,6 lt",52 lt,Belirtilmemiş,,Sahibinden,180.000 TL,,,,,,,
Kopyalandı30574435,30 Haziran 2025,Fiat,Egea,1.3 Multijet Easy,2017,159.882 km,Düz,Dizel,Sedan,Beyaz,1248 cc,95 hp,Önden Çekiş,İkinci El,"4,1 lt",45 lt,Belirtilmemiş,,Sahibinden,655.000 TL,,,,,,,
Kopyalandı29935827,30 Haziran 2025,Renault,Laguna,1.6 Privilege,2007,384.000 km,Düz,Benzin,Hatchback/5,Gri,1598 cc,115 hp,Önden Çekiş,İkinci El,"7,4 lt",68 lt,"1 değişen, 5 boyalı",Takasa Uygun,Galeriden,288.000 TL,,,,,,,
Kopyalandı30613655,30 Haziran 2025,Renault,Fluence,1.5 dCi Extreme Edition,2012,200.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,Tamamı orjinal,,Sahibinden,625.000 TL,,,,,,,
Kopyalandı30612653,30 Haziran 2025,Hyundai,Atos,1.0 GLS Prime,2001,151.000 km,Otomatik,Benzin,Hatchback/5,Gri (Gümüş),,,,İkinci El,,,Tamamı orjinal,,Sahibinden,320.000 TL,,,,,,,
Kopyalandı30608183,30 Haziran 2025,Renault,Clio,1.4 Authentique,2005,227.000 km,Düz,LPG & Benzin,Sedan,Gri (Gümüş),1390 cc,75 hp,Önden Çekiş,İkinci El,"7,1 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,315.000 TL,,,,,,,
Kopyalandı30574720,30 Haziran 2025,Toyota,Corolla,1.6 Elegant,2010,326.000 km,Otomatik,LPG & Benzin,Sedan,Siyah,1598 cc,124 hp,Önden Çekiş,İkinci El,"7,2 lt",55 lt,8 boyalı,Takasa Uygun,Sahibinden,525.000 TL,Evet,,,,,,
Kopyalandı30141907,30 Haziran 2025,Honda,Civic,1.5 i-VTEC Executive Plus,2022,72.200 km,Otomatik,Benzin,Sedan,Beyaz,1498 cc,182 hp,Önden Çekiş,İkinci El,"6,7 lt",47 lt,Belirtilmemiş,,Sahibinden,1.729.000 TL,,,,,,,
Kopyalandı27855575,30 Haziran 2025,Renault,Megane,1.5 dCi Touch,2019,227.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,3 değişen,Takasa Uygun,Galeriden,837.000 TL,,,,,,,
Kopyalandı30605421,30 Haziran 2025,Opel,Corsa,1.2 Essentia,2004,301.000 km,Düz,Benzin,Hatchback/5,Lacivert,1229 cc,80 hp,Önden Çekiş,İkinci El,6 lt,44 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,305.000 TL,,,,,,,
Kopyalandı30613807,30 Haziran 2025,Skoda,Octavia,1.6 Ambiente,2005,291.000 km,Düz,LPG & Benzin,Hatchback/5,Bej,1595 cc,102 hp,Önden Çekiş,İkinci El,"7,1 lt",55 lt,Belirtilmemiş,,Sahibinden,270.000 TL,,,,,,,
Kopyalandı30613905,30 Haziran 2025,Fiat,Egea,1.4 Fire Easy Plus,2020,61.000 km,Düz,Benzin,Sedan,Gri,1368 cc,95 hp,Önden Çekiş,İkinci El,"5,7 lt",45 lt,Belirtilmemiş,,Sahibinden,740.000 TL,,,,,,,
Kopyalandı30605185,30 Haziran 2025,Renault,R 9,1.4 Broadway GTE,1991,45.000 km,Düz,LPG & Benzin,Sedan,Bordo,1390 cc,83 hp,Önden Çekiş,İkinci El,,47 lt,Tamamı boyalı,,Sahibinden,134.750 TL,,,,,,,
Kopyalandı30608457,30 Haziran 2025,Renault,Clio,1.2 Icon,2012,172.000 km,Düz,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,51 - 75 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,585.000 TL,,,,,,,
Kopyalandı30608453,30 Haziran 2025,BMW,5 Serisi,525d xDrive xDrive,2012,360.000 km,Otomatik,Dizel,Sedan,Beyaz,1995 cc,218 hp,4WD (Sürekli),İkinci El,"5,1 lt",70 lt,Tamamı orjinal,Takasa Uygun,Galeriden,1.125.000 TL,,,,,,,
Kopyalandı30608449,30 Haziran 2025,Renault,Megane,1.3 TCe Joy Comfort,2021,128.000 km,Otomatik,Benzin,Sedan,Beyaz,1201 - 1400 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,1.145.000 TL,,,,,,,
Kopyalandı30608444,30 Haziran 2025,Tofaş,Şahin,S,1997,200.000 km,Düz,Benzin,Sedan,Sarı,1401 - 1600 cm3,76 - 100 HP,Arkadan İtiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,125.000 TL,,,,,,,
Kopyalandı30608441,30 Haziran 2025,Opel,Astra,1.6 CDTI Enjoy,2016,145.000 km,Otomatik,Dizel,Hatchback/5,Gri,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,6 lt",52 lt,Tamamı orjinal,Takasa Uygun,Galeriden,989.900 TL,,,,,,,
Kopyalandı30608439,30 Haziran 2025,Hyundai,Accent Blue,1.6 CRDI Biz,2015,137.000 km,Düz,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"4,4 lt",43 lt,Tamamı orjinal,Takasa Uygun,Galeriden,789.999 TL,,,,,,,
Kopyalandı30608437,30 Haziran 2025,Toyota,Corolla,1.6 Terra,2002,281.040 km,Düz,Benzin,Sedan,Bordo,1598 cc,110 hp,Önden Çekiş,İkinci El,7 lt,50 lt,"1 değişen, 8 boyalı",Takasa Uygun,Galeriden,459.000 TL,,,,,,,
Kopyalandı30608434,30 Haziran 2025,Opel,Astra,1.6 CDTI Sport,2015,144.000 km,Düz,Dizel,Sedan,Mavi,1598 cc,136 hp,Önden Çekiş,İkinci El,"4,2 lt",56 lt,Tamamı orjinal,Takasa Uygun,Galeriden,829.900 TL,,,,,,,
Kopyalandı30608426,30 Haziran 2025,Fiat,Linea,1.3 Multijet Pop,2015,113.000 km,Düz,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,629.900 TL,,,,,,,
Kopyalandı30574812,30 Haziran 2025,Renault,Talisman,1.6 dCi Icon,2016,200.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1598 cc,130 hp,Önden Çekiş,İkinci El,"4,2 lt",51 lt,3 boyalı,,Sahibinden,910.000 TL,,,,,,,
Kopyalandı30574516,30 Haziran 2025,Kia,Cerato,1.6 CRDi Concept Plus,2016,224.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1582 cc,136 hp,Önden Çekiş,İkinci El,"4,6 lt",50 lt,1 boyalı,,Sahibinden,824.990 TL,,,,,,,
Kopyalandı30608328,30 Haziran 2025,Dacia,Sandero,1.0 Stepway,2020,29.000 km,Düz,LPG & Benzin,Hatchback/5,Bej,999 cc,100 hp,Önden Çekiş,İkinci El,"4,4 lt",50 lt,Belirtilmemiş,Takasa Uygun,Galeriden,890.000 TL,,,,,,,
Kopyalandı30613937,30 Haziran 2025,Peugeot,206,1.4 XR,2002,158.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1360 cc,76 hp,Önden Çekiş,İkinci El,"6,9 lt",50 lt,Belirtilmemiş,,Sahibinden,345.000 TL,,,,,,,
Kopyalandı30607276,30 Haziran 2025,Citroen,C3,1.4 SX,2003,324.000 km,Düz,LPG & Benzin,Hatchback/5,Mavi,1360 cc,76 hp,Önden Çekiş,İkinci El,"6,2 lt",45 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,320.000 TL,,,,,,,
Kopyalandı30608414,30 Haziran 2025,Renault,R 9,1.4 Broadway,1994,350.000 km,Düz,Benzin,Sedan,Beyaz,1390 cc,83 hp,Önden Çekiş,İkinci El,,47 lt,Tamamı orjinal,Takasa Uygun,Galeriden,119.000 TL,,,,,,,
Kopyalandı30608406,30 Haziran 2025,Skoda,SuperB,1.6 TDI Elegance,2013,145.000 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,1.159.000 TL,,,,,,,
Kopyalandı30608401,30 Haziran 2025,Tofaş,Doğan,SL,1993,250.000 km,Düz,Benzin,Sedan,Beyaz,1581 cc,83 hp,Arkadan İtiş,İkinci El,"6,5 lt",45 lt,Tamamı orjinal,Takasa Uygun,Galeriden,119.000 TL,,,,,,,
Kopyalandı30613686,30 Haziran 2025,Fiat,Linea,1.3 Multijet Dynamic,2011,284.000 km,Yarı Otomatik,Dizel,Sedan,Gri,1248 cc,90 hp,Önden Çekiş,İkinci El,"4,9 lt",45 lt,Belirtilmemiş,,Sahibinden,380.000 TL,,,,,,,
Kopyalandı30613800,30 Haziran 2025,Renault,R 11,GTX,1985,85.000 km,Düz,LPG & Benzin,Hatchback/5,Kahverengi,1721 cc,75 hp,Önden Çekiş,İkinci El,,,Belirtilmemiş,,Sahibinden,90.000 TL,,,,,,,
Kopyalandı30612327,30 Haziran 2025,Volkswagen,Passat,1.6 TDi BlueMotion Trendline,2015,194.000 km,Yarı Otomatik,Dizel,Sedan,Beyaz,1598 cc,120 hp,Önden Çekiş,İkinci El,4 lt,66 lt,Belirtilmemiş,,Sahibinden,1.140.000 TL,,,,,,,
Kopyalandı30613766,30 Haziran 2025,Peugeot,308,1.6 HDi Comfort,2009,224.000 km,Yarı Otomatik,Dizel,Hatchback/5,Gri,1560 cc,112 hp,Önden Çekiş,İkinci El,"4,9 lt",60 lt,"1 değişen, 9 boyalı",,Sahibinden,475.000 TL,,,,,,,
Kopyalandı30583754,30 Haziran 2025,Renault,Fluence,1.5 dCi Touch Plus,2013,279.000 km,Yarı Otomatik,Dizel,Sedan,Siyah,1461 cc,110 hp,Önden Çekiş,İkinci El,"4,4 lt",60 lt,"1 değişen, 3 boyalı",,Sahibinden,530.000 TL,,,,,,,
Kopyalandı30608378,30 Haziran 2025,Toyota,Corolla,1.4 D-4D Touch,2017,214.414 km,Otomatik,Dizel,Sedan,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun Değil,Galeriden,855.000 TL,,,,,,,
Kopyalandı30608373,30 Haziran 2025,Ford,Fiesta,1.6 Titanium,2013,109.000 km,Otomatik,Benzin,Hatchback/5,Kırmızı,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Belirtilmemiş,Takasa Uygun,Galeriden,835.000 TL,,,,,,,
Kopyalandı30608076,30 Haziran 2025,Audi,A3,A3 Sportback 35 TFSI Sport,2022,60.000 km,Otomatik,Benzin,Hatchback/5,Lacivert,1401 - 1600 cm3,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,2.220.000 TL,,,,,,,
Kopyalandı30608022,30 Haziran 2025,Volkswagen,Polo,1.0 TSi Life,2024,6.080 km,Otomatik,Benzin,Hatchback/5,Gri,,,,İkinci El,,,Tamamı orjinal,,Sahibinden,1.500.000 TL,,,,,,,
Kopyalandı30597315,30 Haziran 2025,Volkswagen,Polo,1.6 TDi Comfortline,2018,60.000 km,Düz,Dizel,Hatchback/5,Beyaz,1598 cc,95 hp,Önden Çekiş,İkinci El,"3,8 lt",40 lt,Tamamı orjinal,,Sahibinden,1.210.000 TL,,,,,,,
Kopyalandı30588153,30 Haziran 2025,Renault,Megane,1.3 TCe Joy,2021,51.500 km,Yarı Otomatik,Benzin,Sedan,Beyaz,1332 cc,140 hp,Önden Çekiş,İkinci El,"5,7 lt",50 lt,Belirtilmemiş,,Sahibinden,1.210.000 TL,,,,,,,
Kopyalandı30575760,30 Haziran 2025,Toyota,Corolla,1.5 Dream,2021,85.000 km,Otomatik,Benzin,Sedan,Beyaz,1490 cc,125 hp,Önden Çekiş,İkinci El,"5,8 lt",50 lt,3 değişen,Takasa Uygun,Sahibinden,1.215.000 TL,,,,,,,
Kopyalandı30574695,30 Haziran 2025,Fiat,Linea,1.4 Fire Active Plus,2010,242.000 km,Düz,LPG & Benzin,Sedan,Gri,1368 cc,77 hp,Önden Çekiş,İkinci El,"6,3 lt",45 lt,"1 değişen, 5 boyalı",,Sahibinden,340.000 TL,,,,,,,
Kopyalandı30574414,30 Haziran 2025,Ford,Focus,1.6 TDCi Titanium X,2013,223.850 km,Düz,Dizel,Hatchback/5,Kırmızı,1560 cc,115 hp,Önden Çekiş,İkinci El,"4,2 lt",53 lt,2 değişen,Takasa Uygun,Sahibinden,625.000 TL,,,,,,,
Kopyalandı29329939,30 Haziran 2025,Renault,Megane,1.4 Authentique,2006,184.000 km,Düz,Benzin,Hatchback/3,Kahverengi,1390 cc,98 hp,Önden Çekiş,İkinci El,"6,7 lt",60 lt,5 boyalı,,Sahibinden,450.000 TL,,,,,,,
Kopyalandı30608392,30 Haziran 2025,Kia,Rio,1.4L MPI Elegance,2022,43.000 km,Otomatik,Benzin,Hatchback/5,Mavi,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.110.000 TL,,,,,,,
Kopyalandı30607832,30 Haziran 2025,Seat,Ibiza,1.0 Style,2022,31.000 km,Düz,Benzin,Hatchback/5,Gri,999 cc,80 hp,Önden Çekiş,İkinci El,"4,9 lt",40 lt,Tamamı orjinal,Takasa Uygun Değil,Sahibinden,940.000 TL,,,,,,,
Kopyalandı30608343,30 Haziran 2025,Kia,Picanto,1.1 Hiper,2011,114.900 km,Otomatik,Benzin,Hatchback/5,Beyaz,1086 cc,65 hp,Önden Çekiş,İkinci El,"5,8 lt",35 lt,5 boyalı,Takasa Uygun Değil,Galeriden,525.000 TL,,,,,,,
Kopyalandı30607507,30 Haziran 2025,Mercedes - Benz,E,250 Elit,2013,132.000 km,Otomatik,Benzin,Sedan,Beyaz,1991 cc,211 hp,Arkadan İtiş,İkinci El,"6,1 lt",59 lt,Tamamı orjinal,,Sahibinden,2.250.000 TL,,,,,,,
Kopyalandı30552679,30 Haziran 2025,Audi,A4,A4 Sedan 2.0 TDI,2012,318.000 km,Otomatik,Dizel,Sedan,Beyaz,1968 cc,177 hp,Önden Çekiş,İkinci El,"4,8 lt",63 lt,1 değişen,,Sahibinden,925.000 TL,,,,,,,
Kopyalandı30608244,30 Haziran 2025,Hyundai,Accent Era,1.5 CRDi-VGT Team,2006,314.000 km,Düz,Dizel,Sedan,Beyaz,1493 cc,110 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Belirtilmemiş,-,Sahibinden,360.000 TL,,,,,,,
Kopyalandı30613550,30 Haziran 2025,Peugeot,208,1.2 PureTech Allure,2016,130.000 km,Yarı Otomatik,Benzin,Hatchback/5,Kırmızı,1199 cc,83 hp,Önden Çekiş,İkinci El,"4,5 lt",50 lt,Belirtilmemiş,,Sahibinden,680.000 TL,Evet,,,,,,
Kopyalandı30608293,30 Haziran 2025,Ford,Focus,1.5 TDCi Trend X,2020,122.000 km,Otomatik,Dizel,Sedan,Beyaz,1500 cc,120 hp,Önden Çekiş,İkinci El,"4,3 lt",47 lt,6 boyalı,Takasa Uygun Değil,Galeriden,925.000 TL,,,,,,,
Kopyalandı30608289,30 Haziran 2025,Renault,Symbol,1.5 dCi Joy,2014,293.000 km,Düz,Dizel,Sedan,Beyaz,1461 cc,75 hp,Önden Çekiş,İkinci El,"3,9 lt",50 lt,Tamamı orjinal,Takasa Uygun Değil,Galeriden,495.000 TL,,,,,,,
Kopyalandı30608287,30 Haziran 2025,Dacia,Lodgy,1.5 dCi Laureate,2015,269.000 km,Düz,Dizel,MPV,Beyaz,1401 - 1600 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,8 boyalı,Takasa Uygun,Galeriden,475.000 TL,,,,,,,
Kopyalandı30608279,30 Haziran 2025,Audi,A3,A3 Sedan 1.6 TDI Ambiente,2014,169.750 km,Otomatik,Dizel,Sedan,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,4 boyalı,Takasa Uygun,Galeriden,1.195.000 TL,,,,,,,
Kopyalandı30608208,30 Haziran 2025,Opel,Corsa,1.3 CDTI Essentia,2011,112.000 km,Düz,Dizel,Hatchback/5,Beyaz,1248 cc,75 hp,Önden Çekiş,İkinci El,"4,6 lt",45 lt,Belirtilmemiş,Takasa Uygun,Galeriden,440.000 TL,,,,,,,
Kopyalandı30608144,30 Haziran 2025,Nissan,Micra,1.2 Street,2016,96.000 km,Düz,Benzin,Hatchback/5,Beyaz,1198 cc,80 hp,Önden Çekiş,İkinci El,5 lt,41 lt,1 boyalı,Takasa Uygun,Galeriden,675.750 TL,,,,,,,
Kopyalandı30157457,30 Haziran 2025,Citroen,C4 X,1.2 PureTech Feel Bold,2024,13.914 km,Otomatik,Benzin,Sedan,Beyaz,1200 cm3' e kadar,126 - 150 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.399.750 TL,,,,,,,
Kopyalandı30608277,30 Haziran 2025,Volkswagen,Polo,1.2 TSi Comfortline,2014,82.300 km,Düz,Benzin,Hatchback/5,Beyaz,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,5 boyalı,Takasa Uygun Değil,Galeriden,788.000 TL,,,,,,,
Kopyalandı30608274,30 Haziran 2025,Renault,Clio,1.0 TCe Techno Esprit Alpine,2024,6.700 km,Otomatik,Benzin,Hatchback/5,Mavi,1200 cm3' e kadar,76 - 100 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,1.675.000 TL,,,,,,,
Kopyalandı30613762,30 Haziran 2025,Renault,Megane,1.6 Coupe Dynamique,2010,250.000 km,Düz,LPG & Benzin,Coupe,Siyah,1598 cc,110 hp,Önden Çekiş,İkinci El,"6,9 lt",60 lt,7 boyalı,,Sahibinden,420.000 TL,,,,,,,
Kopyalandı30613518,30 Haziran 2025,Dacia,Sandero,1.5 dCi Stepway,2018,110.000 km,Yarı Otomatik,Dizel,Hatchback/5,Beyaz,1461 cc,90 hp,Önden Çekiş,İkinci El,"3,8 lt",50 lt,Belirtilmemiş,Takasa Uygun Değil,Sahibinden,850.000 TL,,,,,,,
Kopyalandı30608255,30 Haziran 2025,Renault,Megane,1.6 Touch,2012,60.000 km,Düz,Benzin,Hatchback/5,Kahverengi,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,Tamamı orjinal,Takasa Uygun,Galeriden,745.000 TL,,,,,,,
Kopyalandı30608249,30 Haziran 2025,Hyundai,i20,1.4 MPI Style,2023,83.000 km,Otomatik,Benzin,Hatchback/5,Beyaz,1201 - 1400 cm3,76 - 100 HP,Önden Çekiş,İkinci El,,,3 boyalı,Takasa Uygun,Galeriden,957.750 TL,,,,,,,
Kopyalandı30608247,30 Haziran 2025,Skoda,Octavia,1.6 TDI Elegance CR,2013,230.000 km,Otomatik,Dizel,Hatchback/5,Beyaz,1401 - 1600 cm3,101 - 125 HP,Önden Çekiş,İkinci El,,,1 değişen,Takasa Uygun Değil,Galeriden,840.000 TL,,,,,,,
